,$\beta_0$,$\mathcal{J}_q$,$\Delta t$,$t_{min}$,$t_{max}$,$\mathcal{E}_0$,$\mathcal{E}_f$,$\rm{max}(\rm{Re}[\rm{Error}])$,$\rm{max}(\rm{Im}[\rm{Error}])$
0,18.93637405357614,1.0,0.06,-90.0,90.0,-0.9886859966642595,-0.9902252703870545,0.045546242761965436,0.007457732690903321
1,8.440691151863327,1.0,0.06,-90.0,90.0,-0.9539392014169457,-0.9551061112331152,0.01192359993798325,0.0038390856836731167
2,1.9938539687925643,1.0,0.06,-90.0,90.0,-0.6726068688320095,-0.6723361954531731,0.0011517150065892014,0.0006427547556128314
3,0.6685482721926769,1.0,0.06,-90.0,90.0,-0.31224989991991997,-0.3119660134855772,0.0003603390646584548,0.0003841710713874647
