,dt,maxt,sigma,Jq,J2,beta0,betaf,betaMSE,E0,Ef,Neq_Kin,Neq_Int,ReGamma,ReErr,ImGamma,ImErr,ReMSE,ImMSE,Therm_MSE,mean_dE,max_dE,thermalE,thermal_Kin,thermal_int,EGamma,Econst,Eampli,EGamm_err,EMSE,E2Gamma,E2ampli,E2MSE
0,0.05,1700.0,0.15,1.0,0.008,18.93637405357614,2.7389558232931726,87813.26920845889,-0.9886859966642595,-1.0035709408066669,-0.23435922937558917,-0.7692705581298822,0.000960905188114414,9.024875310155878e-07,0.0008956271566349062,1.0948657201086288e-06,0.0001340114859829729,0.03664267295385794,87813.26920845889,2.336119962600124e-07,0.00044251383558949767,-1.0035709408066669,-0.2351755317117793,-0.7683954090948876,0.00025871397545715005,-0.655278239899921,0.6543737984535708,1.1204379009366797e-07,9.175273796173447e-08,0.0011848860805034132,0.25837899871549364,0.0001819206249086229
1,0.05,1700.0,0.15,1.0,0.009,18.93637405357614,2.321285140562249,96743.55266340273,-0.9886859966642595,-1.0017673199648616,-0.282074250838884,-0.7197363961372231,0.0010735858345030443,1.0296471343491027e-06,0.0009590552128638871,1.2149536067270675e-06,0.0002054075889046511,0.056290467029515755,96743.55266340273,1.7215468612166746e-07,0.0004425137233095899,-1.0017673199648616,-0.2811726159975355,-0.7205947039673261,0.0003049424786615427,-0.693188181917317,0.6918132750779333,1.3321139101010765e-07,1.8644284504918142e-07,0.0012184340152644078,0.30833114039371234,0.0002546622328703186
2,0.05,1700.0,0.15,1.0,0.01,18.93637405357614,1.9733248832555037,106150.01436916535,-0.9886859966642595,-1.0001648072037386,-0.3309125317445285,-0.6692837032534404,0.0011868097999623657,1.1500677334202174e-06,0.0010178490350996304,1.3213516878174202e-06,0.0002908157982758756,0.0790021487178152,106150.01436916535,1.2496379796843626e-07,0.0004425135978074156,-1.0001648072037386,-0.3309742410942148,-0.6691905661095238,0.00035297301262643253,-0.7285250810501457,0.7265739384351682,1.5407277941333252e-07,3.4028797644437e-07,0.0012304817084208685,0.36129429541548425,0.0003211052717351787
3,0.05,1700.0,0.15,1.0,0.02,18.93637405357614,0.480852101400934,76330.23453144773,-0.9886859966642595,-0.9928651136227516,-0.761275538385285,-0.23159446704433126,0.002623805845105451,2.3357216244259263e-06,0.001615096921269782,2.0522039509776113e-06,0.0014675112829554244,0.2629753831476507,76330.23453144773,1.9606662613352657e-08,0.00044251161438663286,-0.9928651136227516,-0.7611145776418596,-0.23175053598089204,0.000980640879464263,-0.9302964922777598,0.9182434683779125,3.4312442100944464e-07,7.51333460997742e-06,0.001531404255452416,0.7949848640372982,0.0006002683179393189
4,0.05,1700.0,0.15,1.0,0.03,18.93637405357614,0.08472661774516345,42500.7644988381,-0.9886859966642595,-0.9914131701874225,-0.9492217315021222,-0.04219342722906325,0.005025403367137574,3.917149685016321e-06,0.0025838633296338728,2.710846881183566e-06,0.0019561228911798693,0.18630907740752534,42500.7644988381,7.939112977694159e-09,0.00044250830114431704,-0.9914131701874225,-0.9491004828050719,-0.042312687382350646,0.001976967625104059,-0.9777095644583064,0.9556005947712077,5.126207300259215e-07,1.6465463443597987e-05,0.002174761456256195,0.9450509016781196,0.00010835084717505159
5,0.05,1700.0,0.15,1.0,0.04,18.93637405357614,0.007368779186124083,49820.048385599424,-0.9886859966642595,-0.9908528897930736,-0.9869282703510409,-0.003924952572617624,0.008484187256244405,5.822248378089769e-06,0.004114233217155646,3.6960106103771097e-06,0.0015850668043412902,0.0907086984931709,49820.048385599424,1.3198073446240403e-09,0.00044250364676788395,-0.9908528897930736,-0.9871685335958706,-0.003684356197202994,0.003406256863823657,-0.9868647424678617,0.9606288882615132,7.323462457607748e-07,1.60425655975286e-05,0.0034020525038465604,0.9606415024253594,1.60732269502225e-05
6,0.05,1700.0,0.15,1.0,0.05,18.93637405357614,0.00037172848565710474,80772.52342014696,-0.9886859966642595,-0.9905658417233367,-0.9903802163204465,-0.00018565042479654176,0.012859384129431618,7.83895344107728e-06,0.006204669039499931,5.10384243579186e-06,0.0011056903139680342,0.04369685220095342,80772.52342014696,9.810583222723163e-11,0.0004424976354210876,-0.9905658417233367,-0.9903799774847994,-0.00018586423853733373,0.00527419238458206,-0.9888634640073699,0.962623463847287,1.044313449283778e-06,1.2302670298162307e-05,0.005240373190179426,0.9625603989570586,1.3565506641319704e-05
7,0.05,1700.0,0.15,1.0,0.06,18.93637405357614,9.00133422281521e-06,137633.7481963905,-0.9886859966642595,-0.9904071381678341,-0.9904026707357657,-4.468316726791179e-06,0.018075894284694662,9.901940691625146e-06,0.008805316677302256,6.849827417964251e-06,0.0007663861989451961,0.022088257458498392,137633.7481963905,3.4235740094989306e-12,0.0004424902467419975,-0.9904071381678341,-0.9904026375007228,-4.50066711134661e-06,0.007571377328334302,-0.9894437608610204,0.9649267694910334,1.4456616487170763e-06,9.149004961844163e-06,0.007540583324751632,0.9648786888577595,9.778803803180078e-06
0,0.05,1700.0,0.15,1.0,0.008,18.93637405357614,2.7389558232931726,87813.26920845889,-0.9886859966642595,-1.0035709408066669,-0.23435922937558917,-0.7692705581298822,0.000960905188114414,9.024875310155878e-07,0.0008956271566349062,1.0948657201086288e-06,0.0001340114859829729,0.03664267295385794,87813.26920845889,2.336119962600124e-07,0.00044251383558949767,-1.0035709408066669,-0.2351755317117793,-0.7683954090948876,0.00025871397545715005,-0.655278239899921,0.6543737984535708,1.1204379009366797e-07,9.175273796173447e-08,0.0011848860805034132,0.25837899871549364,0.0001819206249086229
1,0.05,1700.0,0.15,1.0,0.009,18.93637405357614,2.321285140562249,96743.55266340273,-0.9886859966642595,-1.0017673199648616,-0.282074250838884,-0.7197363961372231,0.0010735858345030443,1.0296471343491027e-06,0.0009590552128638871,1.2149536067270675e-06,0.0002054075889046511,0.056290467029515755,96743.55266340273,1.7215468612166746e-07,0.0004425137233095899,-1.0017673199648616,-0.2811726159975355,-0.7205947039673261,0.0003049424786615427,-0.693188181917317,0.6918132750779333,1.3321139101010765e-07,1.8644284504918142e-07,0.0012184340152644078,0.30833114039371234,0.0002546622328703186
